### HY Dickens run | model=hy-mt1.5-7b host=http://localhost:1234 | workers=4 | pending atoms=2685
cache warm with 978 blocks
[1/2685] ok Authors/Dickens/Atomized/David_Copperfield/Chapter_43_ANOTHER_RETROSPECT/part_02.md | blocks 21 | 0m | 57 blk/min | 1 links to repair
[168/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_09/part_05.md | blocks 3347 | 127m | 26 blk/min | 11 links to repair
[169/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_09/part_04.md | blocks 3357 | 127m | 26 blk/min | 14 links to repair
[170/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_10/part_02.md | blocks 3390 | 129m | 26 blk/min | 12 links to repair
[171/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_09/part_06.md | blocks 3403 | 129m | 26 blk/min | 11 links to repair
[172/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_10/part_01.md | blocks 3413 | 130m | 26 blk/min | 13 links to repair
[173/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_10/part_03.md | blocks 3425 | 130m | 26 blk/min | 15 links to repair
[174/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_10/part_05.md | blocks 3445 | 132m | 26 blk/min | 16 links to repair
[175/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_10/part_04.md | blocks 3458 | 133m | 26 blk/min | 6 links to repair
[176/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_11/part_01.md | blocks 3470 | 133m | 26 blk/min | 8 links to repair
[177/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_10/part_06.md | blocks 3483 | 134m | 26 blk/min | 15 links to repair
[178/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_11/part_02.md | blocks 3492 | 135m | 26 blk/min | 17 links to repair
[179/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_11/part_03.md | blocks 3501 | 135m | 26 blk/min | 10 links to repair
[180/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_11/part_04.md | blocks 3510 | 137m | 26 blk/min | 20 links to repair
[181/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_12/part_01.md | blocks 3521 | 137m | 26 blk/min | 12 links to repair
[182/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_13/part_01.md | blocks 3537 | 139m | 25 blk/min | 15 links to repair
[183/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_12/part_02.md | blocks 3547 | 139m | 25 blk/min | 10 links to repair
[184/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_12/part_03.md | blocks 3559 | 140m | 25 blk/min | 23 links to repair
[185/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_13/part_02.md | blocks 3571 | 140m | 25 blk/min | 14 links to repair
[186/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_14/part_01.md | blocks 3584 | 142m | 25 blk/min | 17 links to repair
REJECT Authors/Dickens/Atomized/American_Notes/Chapter_13/part_03.md: invented wikilink targets: ['L03>notte»; la scena diventava mille volte più desolata e cupa di prima, e ogni suo aspetto si oscurava insieme al cielo.\n\nAbbiamo bevuto l’acqua torbida di questo [[River']
[188/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_14/part_02.md | blocks 3608 | 143m | 25 blk/min | 10 links to repair
[189/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_13/part_04.md | blocks 3624 | 143m | 25 blk/min | 13 links to repair
[190/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_14/part_03.md | blocks 3633 | 145m | 25 blk/min | 30 links to repair
[191/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_15/part_01.md | blocks 3645 | 146m | 25 blk/min | 26 links to repair
[192/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_15/part_04.md | blocks 3654 | 147m | 25 blk/min | 17 links to repair
[193/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_15/part_02.md | blocks 3673 | 148m | 25 blk/min | 9 links to repair
[194/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_15/part_03.md | blocks 3702 | 148m | 25 blk/min | 12 links to repair
[195/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_15/part_07.md | blocks 3707 | 150m | 25 blk/min | 11 links to repair
[196/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_15/part_05.md | blocks 3716 | 150m | 25 blk/min | 12 links to repair
[197/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_16/part_01.md | blocks 3729 | 152m | 25 blk/min | 18 links to repair
[198/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_15/part_06.md | blocks 3741 | 152m | 25 blk/min | 12 links to repair
[199/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_16/part_02.md | blocks 3753 | 154m | 24 blk/min | 16 links to repair
[200/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_16/part_04.md | blocks 3763 | 155m | 24 blk/min | 20 links to repair
[201/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_16/part_03.md | blocks 3775 | 156m | 24 blk/min | 16 links to repair
[202/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_16/part_05.md | blocks 3785 | 157m | 24 blk/min | 19 links to repair
[203/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_16/part_07.md | blocks 3795 | 158m | 24 blk/min | 30 links to repair
[204/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_16/part_06.md | blocks 3808 | 158m | 24 blk/min | 11 links to repair
[205/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_17/part_01.md | blocks 3819 | 160m | 24 blk/min | 10 links to repair
[206/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_17/part_02.md | blocks 3826 | 161m | 24 blk/min | 13 links to repair
[207/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_17/part_03.md | blocks 3836 | 162m | 24 blk/min | 13 links to repair
[208/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_18/part_01.md | blocks 3847 | 163m | 24 blk/min | 9 links to repair
[209/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_18/part_03.md | blocks 3889 | 163m | 24 blk/min | 2 links to repair
[210/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_18/part_02.md | blocks 3908 | 164m | 24 blk/min | 7 links to repair
[211/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_18/part_04.md | blocks 3923 | 164m | 24 blk/min | 10 links to repair
[212/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_18/part_05.md | blocks 3948 | 164m | 24 blk/min | 11 links to repair
[213/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_18/part_06.md | blocks 3958 | 167m | 24 blk/min | 13 links to repair
[214/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_19/part_01.md | blocks 3970 | 167m | 24 blk/min | 12 links to repair
[215/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_19/part_03.md | blocks 3978 | 168m | 24 blk/min | 18 links to repair
[216/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_19/part_02.md | blocks 3989 | 170m | 24 blk/min | 17 links to repair
[217/2685] ok Authors/Dickens/Atomized/American_Notes/Chapter_19/part_04.md | blocks 4003 | 170m | 24 blk/min | 7 links to repair
[218/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_01/part_01.md | blocks 4014 | 171m | 23 blk/min | 23 links to repair
[219/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_01/part_02.md | blocks 4030 | 171m | 24 blk/min | 10 links to repair
[220/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_01/part_04.md | blocks 4059 | 172m | 24 blk/min | 16 links to repair
[221/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_01/part_03.md | blocks 4095 | 173m | 24 blk/min | 14 links to repair
[222/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_02/part_01.md | blocks 4123 | 175m | 24 blk/min | 25 links to repair
[223/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_02/part_03.md | blocks 4145 | 176m | 24 blk/min | 23 links to repair
[224/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_02/part_02.md | blocks 4174 | 176m | 24 blk/min | 12 links to repair
[225/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_01/part_05.md | blocks 4199 | 177m | 24 blk/min | 17 links to repair
[226/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_03/part_01.md | blocks 4231 | 178m | 24 blk/min | 16 links to repair
[227/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_03/part_03.md | blocks 4245 | 178m | 24 blk/min | 7 links to repair
[228/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_03/part_02.md | blocks 4266 | 180m | 24 blk/min | 13 links to repair
[229/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_04/part_01.md | blocks 4275 | 180m | 24 blk/min | 15 links to repair
[230/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_04/part_04.md | blocks 4297 | 181m | 24 blk/min | 6 links to repair
[231/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_04/part_02.md | blocks 4314 | 181m | 24 blk/min | 14 links to repair
[232/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_04/part_03.md | blocks 4334 | 182m | 24 blk/min | 14 links to repair
[233/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_06/part_02.md | blocks 4370 | 184m | 24 blk/min | 12 links to repair
[234/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_06/part_01.md | blocks 4398 | 185m | 24 blk/min | 13 links to repair
[235/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_05.md | blocks 4442 | 185m | 24 blk/min | 15 links to repair
[236/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_06/part_03.md | blocks 4473 | 186m | 24 blk/min | 20 links to repair
[237/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_07/part_01.md | blocks 4495 | 186m | 24 blk/min | 9 links to repair
[238/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_08/part_02.md | blocks 4520 | 188m | 24 blk/min | 3 links to repair
[239/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_07/part_02.md | blocks 4547 | 188m | 24 blk/min | 15 links to repair
[240/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_08/part_01.md | blocks 4576 | 188m | 24 blk/min | 5 links to repair
[241/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_08/part_03.md | blocks 4595 | 188m | 24 blk/min | 15 links to repair
[242/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_08/part_04.md | blocks 4609 | 190m | 24 blk/min | 6 links to repair
[243/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_09/part_01.md | blocks 4625 | 190m | 24 blk/min | 10 links to repair
[244/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_10/part_01.md | blocks 4641 | 191m | 24 blk/min | 22 links to repair
[245/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_09/part_02.md | blocks 4669 | 192m | 24 blk/min | 9 links to repair
[246/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_10/part_03.md | blocks 4697 | 192m | 24 blk/min | 13 links to repair
[247/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_10/part_02.md | blocks 4722 | 193m | 24 blk/min | 12 links to repair
[248/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_10/part_04.md | blocks 4746 | 194m | 25 blk/min | 12 links to repair
[249/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_12/part_01.md | blocks 4772 | 195m | 24 blk/min | 13 links to repair
[250/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_11.md | blocks 4815 | 196m | 25 blk/min | 21 links to repair
[251/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_12/part_02.md | blocks 4838 | 196m | 25 blk/min | 17 links to repair
[252/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_12/part_03.md | blocks 4855 | 196m | 25 blk/min | 8 links to repair
[253/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_13/part_03.md | blocks 4884 | 199m | 25 blk/min | 13 links to repair
[254/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_13/part_01.md | blocks 4907 | 199m | 25 blk/min | 15 links to repair
[255/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_13/part_02.md | blocks 4920 | 199m | 25 blk/min | 9 links to repair
[256/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_13/part_04.md | blocks 4934 | 199m | 25 blk/min | 12 links to repair
[257/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_15/part_02.md | blocks 4953 | 201m | 25 blk/min | 19 links to repair
[258/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_15/part_01.md | blocks 4977 | 202m | 25 blk/min | 21 links to repair
[259/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_15/part_03.md | blocks 4997 | 202m | 25 blk/min | 11 links to repair
[260/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_15/part_04.md | blocks 5004 | 202m | 25 blk/min | 8 links to repair
[261/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_14.md | blocks 5048 | 204m | 25 blk/min | 20 links to repair
[262/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_17/part_01.md | blocks 5083 | 206m | 25 blk/min | 16 links to repair
[263/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_16/part_02.md | blocks 5110 | 206m | 25 blk/min | 16 links to repair
REJECT Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_17/part_02.md: invented wikilink targets: ['Grip']
[265/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_16/part_01.md | blocks 5118 | 207m | 25 blk/min | 14 links to repair
[266/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_17/part_04.md | blocks 5138 | 207m | 25 blk/min | 9 links to repair
[267/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_17/part_03.md | blocks 5167 | 210m | 25 blk/min | 12 links to repair
[268/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_19/part_02.md | blocks 5189 | 211m | 25 blk/min | 7 links to repair
[269/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_19/part_01.md | blocks 5215 | 211m | 25 blk/min | 8 links to repair
[270/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_19/part_03.md | blocks 5225 | 212m | 25 blk/min | 16 links to repair
[271/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_18.md | blocks 5265 | 213m | 25 blk/min | 18 links to repair
[272/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_19/part_04.md | blocks 5273 | 214m | 25 blk/min | 15 links to repair
[273/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_21/part_01.md | blocks 5306 | 216m | 25 blk/min | 9 links to repair
[274/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_20/part_01.md | blocks 5324 | 216m | 25 blk/min | 20 links to repair
[275/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_20/part_02.md | blocks 5353 | 216m | 25 blk/min | 8 links to repair
[276/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_21/part_02.md | blocks 5380 | 216m | 25 blk/min | 8 links to repair
[277/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_22/part_01.md | blocks 5402 | 218m | 25 blk/min | 19 links to repair
[278/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_21/part_03.md | blocks 5412 | 218m | 25 blk/min | 14 links to repair
[279/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_22/part_02.md | blocks 5434 | 219m | 25 blk/min | 22 links to repair
[280/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_23/part_01.md | blocks 5453 | 219m | 25 blk/min | 11 links to repair
[281/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_23/part_03.md | blocks 5484 | 220m | 25 blk/min | 12 links to repair
[282/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_23/part_04.md | blocks 5498 | 220m | 25 blk/min | 3 links to repair
[283/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_23/part_02.md | blocks 5535 | 220m | 25 blk/min | 8 links to repair
[284/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_25/part_02.md | blocks 5563 | 223m | 25 blk/min | 13 links to repair
[285/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_25/part_03.md | blocks 5580 | 224m | 25 blk/min | 13 links to repair
[286/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_25/part_01.md | blocks 5595 | 224m | 25 blk/min | 20 links to repair
[287/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_24.md | blocks 5641 | 224m | 25 blk/min | 12 links to repair
[288/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_25/part_04.md | blocks 5649 | 226m | 25 blk/min | 8 links to repair
[289/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_27/part_01.md | blocks 5680 | 226m | 25 blk/min | 7 links to repair
[290/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_27/part_02.md | blocks 5701 | 227m | 25 blk/min | 9 links to repair
[291/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_27/part_04.md | blocks 5716 | 227m | 25 blk/min | 6 links to repair
[292/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_26.md | blocks 5760 | 229m | 25 blk/min | 18 links to repair
[293/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_27/part_03.md | blocks 5787 | 229m | 25 blk/min | 8 links to repair
[294/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_29/part_01.md | blocks 5806 | 230m | 25 blk/min | 20 links to repair
[295/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_29/part_02.md | blocks 5820 | 232m | 25 blk/min | 10 links to repair
[296/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_29/part_03.md | blocks 5848 | 232m | 25 blk/min | 17 links to repair
[297/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_28.md | blocks 5894 | 232m | 25 blk/min | 24 links to repair
[298/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_31/part_02.md | blocks 5927 | 234m | 25 blk/min | 19 links to repair
[299/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_29/part_04.md | blocks 5947 | 235m | 25 blk/min | 19 links to repair
[300/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_30.md | blocks 5973 | 236m | 25 blk/min | 9 links to repair
[301/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_31/part_01.md | blocks 5985 | 237m | 25 blk/min | 14 links to repair
[302/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_31/part_03.md | blocks 6006 | 238m | 25 blk/min | 10 links to repair
[303/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_31/part_04.md | blocks 6021 | 239m | 25 blk/min | 13 links to repair
[304/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_32.md | blocks 6059 | 240m | 25 blk/min | 21 links to repair
[305/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_33/part_02.md | blocks 6083 | 240m | 25 blk/min | 11 links to repair
[306/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_33/part_01.md | blocks 6093 | 241m | 25 blk/min | 18 links to repair
[307/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_33/part_03.md | blocks 6115 | 242m | 25 blk/min | 18 links to repair
[308/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_33/part_04.md | blocks 6129 | 243m | 25 blk/min | 7 links to repair
[309/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_34/part_02.md | blocks 6158 | 244m | 25 blk/min | 8 links to repair
[310/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_34/part_01.md | blocks 6178 | 244m | 25 blk/min | 16 links to repair
[311/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_35/part_01.md | blocks 6208 | 246m | 25 blk/min | 14 links to repair
[312/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_35/part_03.md | blocks 6235 | 246m | 25 blk/min | 11 links to repair
[313/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_35/part_04.md | blocks 6258 | 246m | 25 blk/min | 6 links to repair
[314/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_35/part_02.md | blocks 6276 | 247m | 25 blk/min | 9 links to repair
[315/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_36.md | blocks 6331 | 250m | 25 blk/min | 14 links to repair
[316/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_37/part_03.md | blocks 6360 | 250m | 25 blk/min | 14 links to repair
[317/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_37/part_02.md | blocks 6373 | 250m | 25 blk/min | 11 links to repair
[318/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_37/part_01.md | blocks 6395 | 251m | 25 blk/min | 20 links to repair
[319/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_37/part_04.md | blocks 6416 | 252m | 25 blk/min | 8 links to repair
[320/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_39/part_01.md | blocks 6448 | 253m | 26 blk/min | 5 links to repair
[321/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_39/part_02.md | blocks 6460 | 253m | 25 blk/min | 17 links to repair
[322/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_38.md | blocks 6501 | 254m | 26 blk/min | 9 links to repair
[323/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_39/part_03.md | blocks 6538 | 255m | 26 blk/min | 16 links to repair
[324/2685] ok Authors/Dickens/Atomized/Barnaby_Rudge/Chapter_40/part_02.md | blocks 6573 | 256m | 26 blk/min | 12 links to repair
